7, 328084
10, 451491
17, 46437
14, 189246
12, 343910
19, 13894
11, 411317
20, 6965
13, 264003
9, 452912
8, 406877
15, 126266
16, 79376
18, 26316
5, 138648
3, 27989
6, 229706
4, 68962
21, 3378
22, 1524
2, 8461
24, 307
1, 1689
23, 666
26, 44
25, 125
28, 8
27, 16
