7, 327210
6, 228889
9, 452475
16, 78968
12, 343177
13, 264146
10, 452785
14, 188947
11, 411499
8, 407984
17, 47300
15, 126185
5, 138773
18, 25982
4, 69560
20, 7058
19, 13767
3, 27832
21, 3332
2, 8338
22, 1501
24, 308
23, 701
1, 1716
25, 134
26, 41
28, 4
27, 20
30, 1
29, 2
