6, 228755
14, 189182
12, 343686
9, 453830
16, 78959
10, 453093
8, 409223
11, 410894
7, 327108
13, 263198
5, 137844
15, 126306
17, 46530
18, 26352
21, 3378
19, 13786
4, 69210
3, 27788
20, 6862
24, 321
22, 1498
23, 689
2, 8327
25, 107
1, 1652
27, 16
26, 52
29, 2
28, 7
